lap_id,lap_type,lap_num,mini_sector,timestamp,distance,speed,throttle,brake,gear,gps_x,gps_y,mini_sector_time
1,fp1,1,14,46.2737,3835.0,349.57,0.945,0.013,7,-367.98,-3671.61,3.1434
1,fp1,1,14,47.0596,3907.5,340.42,0.869,0.039,8,-367.98,-3671.61,3.1434
1,fp1,1,15,47.8455,3980.0,296.63,0.754,0.241,5,1033.22,-3843.55,3.0108
1,fp1,1,15,48.5981,4045.0,319.58,0.921,0.0,5,1033.22,-3843.55,3.0108
1,fp1,1,15,49.3508,4110.0,328.28,0.983,0.0,5,1033.22,-3843.55,3.0108
1,fp1,1,15,50.1035,4175.0,316.33,0.866,0.094,6,1033.22,-3843.55,3.0108
1,fp1,1,16,50.8562,4240.0,274.83,0.786,0.187,4,2350.55,-3528.81,3.642
1,fp1,1,16,51.5846,4300.0,294.21,0.864,0.094,4,2350.55,-3528.81,3.642
1,fp1,1,16,52.313,4360.0,305.85,0.987,0.0,4,2350.55,-3528.81,3.642
1,fp1,1,16,53.0414,4420.0,304.4,0.908,0.063,4,2350.55,-3528.81,3.642
1,fp1,1,16,53.7698,4480.0,295.29,0.874,0.071,5,2350.55,-3528.81,3.642
1,fp1,1,17,54.4982,4540.0,249.52,0.756,0.193,3,3725.92,-2594.06,4.2635
1,fp1,1,17,55.3509,4602.0,269.21,0.838,0.066,3,3725.92,-2594.06,4.2635
1,fp1,1,17,56.2036,4664.0,274.63,0.911,0.03,3,3725.92,-2594.06,4.2635
1,fp1,1,17,57.0563,4726.0,277.92,0.915,0.073,3,3725.92,-2594.06,4.2635
1,fp1,1,17,57.909,4788.0,269.41,0.846,0.095,4,3725.92,-2594.06,4.2635
1,fp1,1,18,58.7617,4850.0,289.28,0.756,0.191,5,4732.38,-1061.66,3.3246
1,fp1,1,18,59.5929,4920.0,314.02,0.865,0.063,5,4732.38,-1061.66,3.3246
1,fp1,1,18,60.424,4990.0,318.58,0.94,0.0,5,4732.38,-1061.66,3.3246
1,fp1,1,18,61.2552,5060.0,310.07,0.875,0.05,6,4732.38,-1061.66,3.3246
2,fp1,2,1,0.0,0.0,265.78,0.787,0.113,3,0.0,0.0,3.2714
2,fp1,2,1,0.8179,65.0,283.36,0.866,0.108,3,0.0,0.0,3.2714
2,fp1,2,1,1.6357,130.0,296.55,0.986,0.0,3,0.0,0.0,3.2714
2,fp1,2,1,2.4536,195.0,285.05,0.861,0.056,4,0.0,0.0,3.2714
2,fp1,2,2,3.2714,260.0,290.4,0.787,0.148,4,246.39,83.02,3.4578
2,fp1,2,2,4.1359,332.5,308.25,0.92,0.05,4,246.39,83.02,3.4578
2,fp1,2,2,5.0003,405.0,321.3,0.992,0.0,4,246.39,83.02,3.4578
2,fp1,2,2,5.8648,477.5,308.92,0.856,0.088,5,246.39,83.02,3.4578
2,fp1,2,3,6.7292,550.0,299.88,0.766,0.213,5,425.06,349.03,3.5025
2,fp1,2,3,7.4297,612.0,318.62,0.847,0.104,5,425.06,349.03,3.5025
2,fp1,2,3,8.1302,674.0,331.88,0.973,0.018,5,425.06,349.03,3.5025
2,fp1,2,3,8.8307,736.0,328.71,0.919,0.08,5,425.06,349.03,3.5025
2,fp1,2,3,9.5312,798.0,319.49,0.879,0.094,6,425.06,349.03,3.5025
2,fp1,2,4,10.2317,860.0,275.78,0.745,0.254,4,409.13,756.45,3.5178
2,fp1,2,4,11.1112,930.0,293.49,0.926,0.0,4,409.13,756.45,3.5178
2,fp1,2,4,11.9906,1000.0,304.78,0.982,0.0,4,409.13,756.45,3.5178
2,fp1,2,4,12.8701,1070.0,293.92,0.858,0.111,5,409.13,756.45,3.5178
2,fp1,2,5,13.7495,1140.0,248.46,0.777,0.133,3,165.62,1127.91,3.5306
2,fp1,2,5,14.6322,1202.5,263.85,0.869,0.121,3,165.62,1127.91,3.5306
2,fp1,2,5,15.5148,1265.0,274.53,0.986,0.0,3,165.62,1127.91,3.5306
2,fp1,2,5,16.3975,1327.5,266.03,0.861,0.046,4,165.62,1127.91,3.5306
2,fp1,2,6,17.2801,1390.0,239.76,0.773,0.139,3,-230.65,1370.73,3.9589
2,fp1,2,6,18.2698,1457.5,252.75,0.913,0.054,3,-230.65,1370.73,3.9589
2,fp1,2,6,19.2595,1525.0,264.76,0.979,0.0,3,-230.65,1370.73,3.9589
2,fp1,2,6,20.2493,1592.5,256.76,0.871,0.051,4,-230.65,1370.73,3.9589
2,fp1,2,7,21.239,1660.0,296.69,0.777,0.201,5,-801.96,1453.43,3.4156
2,fp1,2,7,21.9221,1720.0,314.7,0.864,0.105,5,-801.96,1453.43,3.4156
2,fp1,2,7,22.6052,1780.0,325.9,0.915,0.083,5,-801.96,1453.43,3.4156
2,fp1,2,7,23.2883,1840.0,321.99,0.924,0.0,5,-801.96,1453.43,3.4156
2,fp1,2,7,23.9715,1900.0,315.64,0.848,0.087,6,-801.96,1453.43,3.4156
2,fp1,2,8,24.6546,1960.0,306.93,0.753,0.153,6,-1509.65,1250.02,3.5819
2,fp1,2,8,25.371,2024.0,320.33,0.908,0.074,6,-1509.65,1250.02,3.5819
2,fp1,2,8,26.0874,2088.0,337.53,0.918,0.071,6,-1509.65,1250.02,3.5819
2,fp1,2,8,26.8038,2152.0,334.0,0.962,0.007,6,-1509.65,1250.02,3.5819
2,fp1,2,8,27.5201,2216.0,323.49,0.869,0.093,7,-1509.65,1250.02,3.5819
2,fp1,2,9,28.2365,2280.0,297.78,0.766,0.234,5,-2183.75,655.45,3.327
2,fp1,2,9,29.0683,2352.5,324.26,0.895,0.033,5,-2183.75,655.45,3.327
2,fp1,2,9,29.9,2425.0,332.35,0.966,0.0,5,-2183.75,655.45,3.327
2,fp1,2,9,30.7318,2497.5,318.76,0.906,0.061,6,-2183.75,655.45,3.327
2,fp1,2,10,31.5635,2570.0,286.98,0.766,0.203,4,-2563.54,-182.08,3.091
2,fp1,2,10,32.3363,2635.0,305.05,0.883,0.077,4,-2563.54,-182.08,3.091
2,fp1,2,10,33.109,2700.0,313.71,0.915,0.043,4,-2563.54,-182.08,3.091
2,fp1,2,10,33.8817,2765.0,308.91,0.907,0.002,5,-2563.54,-182.08,3.091
2,fp1,2,11,34.6545,2830.0,274.4,0.754,0.246,4,-2611.09,-1091.38,3.4959
2,fp1,2,11,35.5285,2900.0,294.74,0.885,0.057,4,-2611.09,-1091.38,3.4959
2,fp1,2,11,36.4024,2970.0,305.44,0.947,0.009,4,-2611.09,-1091.38,3.4959
2,fp1,2,11,37.2764,3040.0,294.31,0.889,0.021,5,-2611.09,-1091.38,3.4959
2,fp1,2,12,38.1504,3110.0,264.24,0.719,0.23,4,-2284.21,-2110.57,4.0447
2,fp1,2,12,38.9594,3172.0,283.21,0.853,0.065,4,-2284.21,-2110.57,4.0447
2,fp1,2,12,39.7683,3234.0,294.1,0.956,0.021,4,-2284.21,-2110.57,4.0447
2,fp1,2,12,40.5772,3296.0,290.87,0.895,0.08,4,-2284.21,-2110.57,4.0447
2,fp1,2,12,41.3862,3358.0,282.32,0.898,0.095,5,-2284.21,-2110.57,4.0447
2,fp1,2,13,42.1951,3420.0,304.79,0.727,0.203,6,-1448.63,-3098.04,3.0245
2,fp1,2,13,42.9513,3487.5,326.59,0.869,0.066,6,-1448.63,-3098.04,3.0245
2,fp1,2,13,43.7074,3555.0,332.68,0.974,0.0,6,-1448.63,-3098.04,3.0245
2,fp1,2,13,44.4635,3622.5,324.06,0.885,0.098,7,-1448.63,-3098.04,3.0245
2,fp1,2,14,45.2196,3690.0,318.36,0.716,0.259,7,-367.98,-3671.61,3.1878
2,fp1,2,14,46.0166,3762.5,344.32,0.888,0.032,7,-367.98,-3671.61,3.1878
2,fp1,2,14,46.8135,3835.0,352.93,0.996,0.0,7,-367.98,-3671.61,3.1878
2,fp1,2,14,47.6105,3907.5,345.02,0.926,0.012,8,-367.98,-3671.61,3.1878
2,fp1,2,15,48.4074,3980.0,294.53,0.775,0.17,5,1033.22,-3843.55,3.0525
2,fp1,2,15,49.1705,4045.0,318.93,0.913,0.039,5,1033.22,-3843.55,3.0525
2,fp1,2,15,49.9336,4110.0,323.93,0.926,0.01,5,1033.22,-3843.55,3.0525
2,fp1,2,15,50.6968,4175.0,318.1,0.893,0.044,6,1033.22,-3843.55,3.0525
2,fp1,2,16,51.4599,4240.0,273.17,0.734,0.239,4,2350.55,-3528.81,3.6822
2,fp1,2,16,52.1963,4300.0,291.49,0.871,0.115,4,2350.55,-3528.81,3.6822
2,fp1,2,16,52.9327,4360.0,301.45,0.958,0.0,4,2350.55,-3528.81,3.6822
2,fp1,2,16,53.6692,4420.0,300.44,0.932,0.014,4,2350.55,-3528.81,3.6822
2,fp1,2,16,54.4056,4480.0,292.05,0.842,0.116,5,2350.55,-3528.81,3.6822
2,fp1,2,17,55.142,4540.0,252.17,0.765,0.15,3,3725.92,-2594.06,4.2966
2,fp1,2,17,56.0013,4602.0,268.75,0.857,0.142,3,3725.92,-2594.06,4.2966
2,fp1,2,17,56.8607,4664.0,276.13,0.964,0.0,3,3725.92,-2594.06,4.2966
2,fp1,2,17,57.72,4726.0,279.46,0.933,0.0,3,3725.92,-2594.06,4.2966
2,fp1,2,17,58.5793,4788.0,267.57,0.877,0.101,4,3725.92,-2594.06,4.2966
2,fp1,2,18,59.4386,4850.0,289.38,0.715,0.252,5,4732.38,-1061.66,3.2586
2,fp1,2,18,60.2532,4920.0,312.43,0.883,0.101,5,4732.38,-1061.66,3.2586
2,fp1,2,18,61.0679,4990.0,320.04,0.915,0.023,5,4732.38,-1061.66,3.2586
2,fp1,2,18,61.8825,5060.0,308.37,0.882,0.062,6,4732.38,-1061.66,3.2586
3,fp1,3,1,0.0,0.0,266.76,0.723,0.231,3,0.0,0.0,3.2638
3,fp1,3,1,0.816,65.0,283.23,0.881,0.098,3,0.0,0.0,3.2638
3,fp1,3,1,1.6319,130.0,292.98,0.975,0.0,3,0.0,0.0,3.2638
3,fp1,3,1,2.4479,195.0,287.24,0.921,0.054,4,0.0,0.0,3.2638
3,fp1,3,2,3.2638,260.0,286.96,0.753,0.147,4,246.39,83.02,3.3514
3,fp1,3,2,4.1017,332.5,310.38,0.905,0.017,4,246.39,83.02,3.3514
3,fp1,3,2,4.9395,405.0,321.22,0.974,0.0,4,246.39,83.02,3.3514
3,fp1,3,2,5.7774,477.5,309.44,0.849,0.136,5,246.39,83.02,3.3514
3,fp1,3,3,6.6152,550.0,300.26,0.755,0.223,5,425.06,349.03,3.4766
3,fp1,3,3,7.3105,612.0,319.03,0.891,0.093,5,425.06,349.03,3.4766
3,fp1,3,3,8.0059,674.0,329.91,0.964,0.025,5,425.06,349.03,3.4766
3,fp1,3,3,8.7012,736.0,331.31,0.984,0.005,5,425.06,349.03,3.4766
3,fp1,3,3,9.3965,798.0,314.75,0.851,0.081,6,425.06,349.03,3.4766
3,fp1,3,4,10.0919,860.0,274.93,0.766,0.226,4,409.13,756.45,3.5555
3,fp1,3,4,10.9807,930.0,297.13,0.903,0.087,4,409.13,756.45,3.5555
3,fp1,3,4,11.8696,1000.0,306.16,0.983,0.0,4,409.13,756.45,3.5555
3,fp1,3,4,12.7585,1070.0,293.76,0.935,0.0,5,409.13,756.45,3.5555
3,fp1,3,5,13.6473,1140.0,246.65,0.74,0.209,3,165.62,1127.91,3.4351
3,fp1,3,5,14.5061,1202.5,264.54,0.923,0.0,3,165.62,1127.91,3.4351
3,fp1,3,5,15.3649,1265.0,270.85,0.994,0.0,3,165.62,1127.91,3.4351
3,fp1,3,5,16.2237,1327.5,267.13,0.91,0.047,4,165.62,1127.91,3.4351
3,fp1,3,6,17.0824,1390.0,239.71,0.733,0.186,3,-230.65,1370.73,3.9334
3,fp1,3,6,18.0658,1457.5,255.37,0.89,0.066,3,-230.65,1370.73,3.9334
3,fp1,3,6,19.0492,1525.0,263.71,0.928,0.0,3,-230.65,1370.73,3.9334
3,fp1,3,6,20.0325,1592.5,256.87,0.855,0.057,4,-230.65,1370.73,3.9334
3,fp1,3,7,21.0159,1660.0,294.29,0.758,0.204,5,-801.96,1453.43,3.4393
3,fp1,3,7,21.7037,1720.0,309.77,0.898,0.084,5,-801.96,1453.43,3.4393
3,fp1,3,7,22.3916,1780.0,322.12,0.968,0.0,5,-801.96,1453.43,3.4393
3,fp1,3,7,23.0794,1840.0,326.45,0.959,0.013,5,-801.96,1453.43,3.4393
3,fp1,3,7,23.7673,1900.0,309.66,0.906,0.085,6,-801.96,1453.43,3.4393
3,fp1,3,8,24.4551,1960.0,303.93,0.769,0.162,6,-1509.65,1250.02,3.6396
3,fp1,3,8,25.1831,2024.0,323.75,0.867,0.054,6,-1509.65,1250.02,3.6396
3,fp1,3,8,25.911,2088.0,331.71,0.914,0.017,6,-1509.65,1250.02,3.6396
3,fp1,3,8,26.6389,2152.0,333.14,0.948,0.005,6,-1509.65,1250.02,3.6396
3,fp1,3,8,27.3668,2216.0,323.01,0.861,0.064,7,-1509.65,1250.02,3.6396
3,fp1,3,9,28.0948,2280.0,300.46,0.733,0.242,5,-2183.75,655.45,3.2862
3,fp1,3,9,28.9163,2352.5,319.08,0.864,0.124,5,-2183.75,655.45,3.2862
3,fp1,3,9,29.7379,2425.0,330.99,0.975,0.007,5,-2183.75,655.45,3.2862
3,fp1,3,9,30.5594,2497.5,319.7,0.89,0.038,6,-2183.75,655.45,3.2862
3,fp1,3,10,31.381,2570.0,285.14,0.734,0.256,4,-2563.54,-182.08,3.1944
3,fp1,3,10,32.1796,2635.0,304.34,0.867,0.115,4,-2563.54,-182.08,3.1944
3,fp1,3,10,32.9782,2700.0,311.94,0.953,0.019,4,-2563.54,-182.08,3.1944
3,fp1,3,10,33.7768,2765.0,309.12,0.896,0.034,5,-2563.54,-182.08,3.1944
3,fp1,3,11,34.5754,2830.0,277.53,0.749,0.163,4,-2611.09,-1091.38,3.4109
3,fp1,3,11,35.4281,2900.0,296.44,0.889,0.067,4,-2611.09,-1091.38,3.4109
3,fp1,3,11,36.2808,2970.0,302.58,0.907,0.0,4,-2611.09,-1091.38,3.4109
3,fp1,3,11,37.1335,3040.0,295.87,0.92,0.04,5,-2611.09,-1091.38,3.4109
3,fp1,3,12,37.9863,3110.0,266.69,0.717,0.269,4,-2284.21,-2110.57,3.9008
3,fp1,3,12,38.7664,3172.0,282.81,0.851,0.05,4,-2284.21,-2110.57,3.9008
3,fp1,3,12,39.5466,3234.0,290.4,0.965,0.0,4,-2284.21,-2110.57,3.9008
3,fp1,3,12,40.3268,3296.0,294.33,0.914,0.033,4,-2284.21,-2110.57,3.9008
3,fp1,3,12,41.1069,3358.0,282.18,0.863,0.051,5,-2284.21,-2110.57,3.9008
3,fp1,3,13,41.8871,3420.0,302.82,0.759,0.18,6,-1448.63,-3098.04,3.1119
3,fp1,3,13,42.6651,3487.5,328.2,0.931,0.048,6,-1448.63,-3098.04,3.1119
3,fp1,3,13,43.4431,3555.0,334.06,0.965,0.019,6,-1448.63,-3098.04,3.1119
3,fp1,3,13,44.221,3622.5,324.5,0.854,0.146,7,-1448.63,-3098.04,3.1119
3,fp1,3,14,44.999,3690.0,318.85,0.734,0.243,7,-367.98,-3671.61,3.1087
3,fp1,3,14,45.7762,3762.5,343.35,0.91,0.045,7,-367.98,-3671.61,3.1087
3,fp1,3,14,46.5534,3835.0,353.07,0.99,0.0,7,-367.98,-3671.61,3.1087
3,fp1,3,14,47.3306,3907.5,342.79,0.906,0.001,8,-367.98,-3671.61,3.1087
3,fp1,3,15,48.1077,3980.0,294.76,0.761,0.148,5,1033.22,-3843.55,3.0081
3,fp1,3,15,48.8597,4045.0,318.49,0.853,0.13,5,1033.22,-3843.55,3.0081
3,fp1,3,15,49.6118,4110.0,324.25,0.974,0.0,5,1033.22,-3843.55,3.0081
3,fp1,3,15,50.3638,4175.0,315.08,0.858,0.073,6,1033.22,-3843.55,3.0081
3,fp1,3,16,51.1158,4240.0,277.94,0.75,0.201,4,2350.55,-3528.81,3.7613
3,fp1,3,16,51.868,4300.0,290.09,0.828,0.129,4,2350.55,-3528.81,3.7613
3,fp1,3,16,52.6203,4360.0,302.0,0.917,0.074,4,2350.55,-3528.81,3.7613
3,fp1,3,16,53.3726,4420.0,305.88,0.972,0.0,4,2350.55,-3528.81,3.7613
3,fp1,3,16,54.1248,4480.0,295.18,0.911,0.022,5,2350.55,-3528.81,3.7613
3,fp1,3,17,54.8771,4540.0,249.44,0.769,0.184,3,3725.92,-2594.06,4.1628
3,fp1,3,17,55.7097,4602.0,268.14,0.904,0.078,3,3725.92,-2594.06,4.1628
3,fp1,3,17,56.5422,4664.0,277.43,0.953,0.0,3,3725.92,-2594.06,4.1628
3,fp1,3,17,57.3748,4726.0,274.69,0.926,0.041,3,3725.92,-2594.06,4.1628
3,fp1,3,17,58.2073,4788.0,268.24,0.899,0.068,4,3725.92,-2594.06,4.1628
3,fp1,3,18,59.0399,4850.0,288.52,0.783,0.135,5,4732.38,-1061.66,3.3369
3,fp1,3,18,59.8741,4920.0,311.63,0.887,0.081,5,4732.38,-1061.66,3.3369
3,fp1,3,18,60.7084,4990.0,319.12,0.995,0.0,5,4732.38,-1061.66,3.3369
3,fp1,3,18,61.5426,5060.0,311.41,0.935,0.0,6,4732.38,-1061.66,3.3369
4,fp1,4,1,0.0,0.0,265.54,0.727,0.237,3,0.0,0.0,3.35
4,fp1,4,1,0.8375,65.0,287.26,0.903,0.021,3,0.0,0.0,3.35
4,fp1,4,1,1.675,130.0,292.26,0.955,0.0,3,0.0,0.0,3.35
4,fp1,4,1,2.5125,195.0,285.45,0.909,0.079,4,0.0,0.0,3.35
4,fp1,4,2,3.35,260.0,290.38,0.73,0.254,4,246.39,83.02,3.5039
4,fp1,4,2,4.226,332.5,311.63,0.896,0.095,4,246.39,83.02,3.5039
4,fp1,4,2,5.1019,405.0,323.4,0.989,0.0,4,246.39,83.02,3.5039
4,fp1,4,2,5.9779,477.5,308.93,0.921,0.029,5,246.39,83.02,3.5039
4,fp1,4,3,6.8539,550.0,299.3,0.733,0.184,5,425.06,349.03,3.5812
4,fp1,4,3,7.5702,612.0,320.82,0.845,0.1,5,425.06,349.03,3.5812
4,fp1,4,3,8.2864,674.0,328.44,0.98,0.0,5,425.06,349.03,3.5812
4,fp1,4,3,9.0026,736.0,331.71,0.974,0.0,5,425.06,349.03,3.5812
4,fp1,4,3,9.7189,798.0,319.61,0.86,0.046,6,425.06,349.03,3.5812
4,fp1,4,4,10.4351,860.0,277.27,0.734,0.236,4,409.13,756.45,3.4772
4,fp1,4,4,11.3044,930.0,296.52,0.936,0.015,4,409.13,756.45,3.4772
4,fp1,4,4,12.1737,1000.0,302.36,0.954,0.012,4,409.13,756.45,3.4772
4,fp1,4,4,13.043,1070.0,296.31,0.895,0.059,5,409.13,756.45,3.4772
4,fp1,4,5,13.9123,1140.0,245.46,0.765,0.178,3,165.62,1127.91,3.4307
4,fp1,4,5,14.77,1202.5,263.97,0.916,0.08,3,165.62,1127.91,3.4307
4,fp1,4,5,15.6277,1265.0,274.34,0.969,0.0,3,165.62,1127.91,3.4307
4,fp1,4,5,16.4854,1327.5,264.78,0.906,0.012,4,165.62,1127.91,3.4307
4,fp1,4,6,17.343,1390.0,237.48,0.715,0.234,3,-230.65,1370.73,3.9815
4,fp1,4,6,18.3384,1457.5,255.64,0.924,0.0,3,-230.65,1370.73,3.9815
4,fp1,4,6,19.3338,1525.0,262.19,0.952,0.002,3,-230.65,1370.73,3.9815
4,fp1,4,6,20.3291,1592.5,256.31,0.883,0.051,4,-230.65,1370.73,3.9815
4,fp1,4,7,21.3245,1660.0,294.32,0.785,0.181,5,-801.96,1453.43,3.4237
4,fp1,4,7,22.0092,1720.0,313.93,0.881,0.034,5,-801.96,1453.43,3.4237
4,fp1,4,7,22.694,1780.0,326.27,0.974,0.0,5,-801.96,1453.43,3.4237
4,fp1,4,7,23.3787,1840.0,322.79,0.961,0.0,5,-801.96,1453.43,3.4237
4,fp1,4,7,24.0634,1900.0,315.05,0.827,0.166,6,-801.96,1453.43,3.4237
4,fp1,4,8,24.7482,1960.0,306.56,0.787,0.138,6,-1509.65,1250.02,3.6236
4,fp1,4,8,25.4729,2024.0,322.38,0.833,0.104,6,-1509.65,1250.02,3.6236
4,fp1,4,8,26.1976,2088.0,336.93,0.935,0.0,6,-1509.65,1250.02,3.6236
4,fp1,4,8,26.9223,2152.0,337.13,0.898,0.023,6,-1509.65,1250.02,3.6236
4,fp1,4,8,27.6471,2216.0,321.48,0.857,0.129,7,-1509.65,1250.02,3.6236
4,fp1,4,9,28.3718,2280.0,299.64,0.772,0.211,5,-2183.75,655.45,3.3195
4,fp1,4,9,29.2016,2352.5,318.82,0.924,0.014,5,-2183.75,655.45,3.3195
4,fp1,4,9,30.0315,2425.0,329.04,0.989,0.0,5,-2183.75,655.45,3.3195
4,fp1,4,9,30.8614,2497.5,321.27,0.869,0.105,6,-2183.75,655.45,3.3195
4,fp1,4,10,31.6912,2570.0,286.74,0.78,0.152,4,-2563.54,-182.08,3.0435
4,fp1,4,10,32.4521,2635.0,304.12,0.886,0.079,4,-2563.54,-182.08,3.0435
4,fp1,4,10,33.213,2700.0,315.55,0.963,0.0,4,-2563.54,-182.08,3.0435
4,fp1,4,10,33.9738,2765.0,304.68,0.922,0.058,5,-2563.54,-182.08,3.0435
4,fp1,4,11,34.7347,2830.0,275.41,0.73,0.213,4,-2611.09,-1091.38,3.4558
4,fp1,4,11,35.5986,2900.0,296.45,0.935,0.035,4,-2611.09,-1091.38,3.4558
4,fp1,4,11,36.4626,2970.0,307.41,0.965,0.008,4,-2611.09,-1091.38,3.4558
4,fp1,4,11,37.3266,3040.0,296.4,0.908,0.018,5,-2611.09,-1091.38,3.4558
4,fp1,4,12,38.1905,3110.0,266.57,0.75,0.16,4,-2284.21,-2110.57,3.8958
4,fp1,4,12,38.9697,3172.0,281.25,0.893,0.046,4,-2284.21,-2110.57,3.8958
4,fp1,4,12,39.7489,3234.0,291.77,0.953,0.0,4,-2284.21,-2110.57,3.8958
